RESPONDENT_ID,SURVEY_ID,CHOICE_SET,LABEL,CHOICE_INDICATOR,PACKAGE,RESPONDENT_IP_ADDRESS,RESPONDENT_CITY,RESPONDENT_REGION,RESPONDENT_POSTCODE,RESPONDENT_COUNTRY,RESPONDENT_TIME_OF_OPENING_SURVEY,RESPONDENT_TIME_OF_COMPLETING_SURVEY,RESPONDENT_DEVICE_USED_IN_SURVEY,RESPONDENT_LENGTH_OF_INTERVIEW_SECONDS,RESPONDENT_TOUCH_DEVICE_USED_IN_SURVEY,RESPONDENT_UNIQUE_CODE,VARIABLE_LOWER_ID,VARIABLE_ID,PARTICIPANT_STATUSINCLUDEINANALYSIS_ID,PARTICIPANT_STATUS_INCLUDED_IN_CURRENT_REPORT_ID,VARIABLE_LOWER_PANEL,VARIABLE_PANEL,PARTICIPANT_STATUSINCLUDEINANALYSIS_PANEL,PARTICIPANT_STATUS_INCLUDED_IN_CURRENT_REPORT_PANEL,Q1_WELCOME_O1_AGREE,Q1_WELCOME_O2_DISAGREE,Q2_INTRO_O1_YES,Q2_INTRO_O2_YUP,Q4_DIET_O1_OMNIVORE_MEAT_EATER,Q4_DIET_O2_REDUCETARIAN,Q4_DIET_O3_FLEXITARIAN,Q4_DIET_O4_SEMI_VEGETARIAN,Q4_DIET_O5_PESCETARIAN,Q4_DIET_O6_VEGETARIAN,Q4_DIET_O7_VEGAN,Q4_DIET_O8_OTHER,Q5_FINAL_COMMENTS
185269569,185269569,6,1,1,"package 2, meatier",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,6,2,0,"package 1, meatier",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,7,1,0,"package 1, meatier",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,7,2,1,"package 2, 1:4lb",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,8,1,0,"package 1, thick&juicy",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,8,2,1,"package 2, thick&juicy",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,9,1,1,"package 2, thick&juicy",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,9,2,0,"package 1, meatier",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,10,1,1,"package 2, 1:4lb",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,10,2,0,"package 1, 1:4lb",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,11,1,1,"package 2, thick&juicy",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,11,2,0,"package 1, 1:4lb",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,12,1,0,"package 2, meatier",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269569,185269569,12,2,1,"package 2, 1:4lb",2600:387:1:811::4a,New Iberia,Louisiana,70562,United States,2023-03-25 04:27:07,2023-03-25 04:29:31,mobile,144,1,NULL,id,641e77df-906f-dfc3-edc7-653858d0cffd,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,1,0,0,
185269582,185269582,1,1,1,"package 2, 1:4lb",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,1,2,0,"package 2, thick&juicy",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,2,1,0,"package 1, thick&juicy",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,2,2,1,"package 1, 1:4lb",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,3,1,1,"package 1, 1:4lb",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,3,2,0,"package 2, thick&juicy",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,4,1,0,"package 1, meatier",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,4,2,1,"package 2, meatier",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,5,1,0,"package 1, meatier",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,5,2,1,"package 1, 1:4lb",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,6,1,0,"package 1, thick&juicy",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,6,2,1,"package 2, thick&juicy",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,7,1,1,"package 1, thick&juicy",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,7,2,0,"package 1, meatier",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,8,1,0,"package 1, 1:4lb",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,8,2,1,"package 2, 1:4lb",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,9,1,1,"package 2, meatier",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,9,2,0,"package 1, thick&juicy",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,10,1,1,"package 2, thick&juicy",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,10,2,0,"package 2, meatier",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,11,1,0,"package 1, meatier",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,11,2,1,"package 2, 1:4lb",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,12,1,0,"package 2, meatier",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269582,185269582,12,2,1,"package 2, 1:4lb",2607:fb91:89:a26c:ac39:8277:4e5e:6864,Orlando,Florida,32810,United States,2023-03-25 04:27:37,2023-03-25 04:29:39,mobile,122,1,NULL,id,641e7831-0e04-52e1-88e0-30b0552511ff,1,1,panel,lc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,
185269595,185269595,1,1,0,"package 1, meatier",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,1,2,1,"package 2, thick&juicy",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,2,1,0,"package 1, 1:4lb",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,2,2,1,"package 2, meatier",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,3,1,0,"package 2, thick&juicy",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,3,2,1,"package 1, thick&juicy",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,4,1,0,"package 2, meatier",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,4,2,1,"package 1, thick&juicy",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,5,1,0,"package 2, 1:4lb",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,5,2,1,"package 1, meatier",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,6,1,0,"package 2, 1:4lb",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,6,2,1,"package 1, 1:4lb",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,7,1,0,"package 2, 1:4lb",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,7,2,1,"package 1, thick&juicy",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,8,1,0,"package 2, meatier",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,8,2,1,"package 1, meatier",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,9,1,0,"package 1, meatier",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,9,2,1,"package 1, thick&juicy",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,10,1,0,"package 2, meatier",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,10,2,1,"package 2, 1:4lb",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,11,1,0,"package 2, thick&juicy",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,11,2,1,"package 1, 1:4lb",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,12,1,0,"package 1, thick&juicy",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269595,185269595,12,2,1,"package 1, 1:4lb",2600:6c60:5800:1611:5d35:a528:12bb:992a,Sanford,North Carolina,27332,United States,2023-03-25 04:28:13,2023-03-25 04:29:34,mobile,81,1,NULL,id,641e783a-1a19-a2e9-6704-8520a78ab4f7,1,1,panel,lc,1,1,1,0,1,0,0,0,0,0,0,0,0,Meateatee,Fun
185269601,185269601,1,1,1,"package 2, thick&juicy",2603:8000:4c3f:2cc6:89b0:13ad:780b:2ac2,Cypress,California,90630,United States,2023-03-25 04:28:23,2023-03-25 04:30:58,desktop,155,1,NULL,id,641e782d-3d72-337c-4122-d39288518296,1,1,panel,lc,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
